Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2015	lipid homeostasis (GO:0055088)	14/96	1.4559972112723856e-29	9.522221761721404e-27	0	0	679.4780487804878	45116.850946996245	CETP;EPHX2;APOA2;LPL;PCSK9;APOA5;USF1;LIPC;APOC2;APOE;LDLRAP1;APOB;LDLR;GPIHBP1
GO_Biological_Process_2015	cholesterol homeostasis (GO:0042632)	12/61	1.0119765349147015e-26	2.7347221506072315e-24	0	0	697.3294460641399	41738.868098082334	CETP;LIPC;EPHX2;APOC2;APOA2;PCSK9;APOE;LDLRAP1;APOB;APOA5;LDLR;GPIHBP1
GO_Biological_Process_2015	sterol homeostasis (GO:0055092)	12/62	1.254459702113409e-26	2.7347221506072315e-24	0	0	683.3485714285714	40755.25556810568	CETP;LIPC;EPHX2;APOC2;APOA2;PCSK9;APOE;LDLRAP1;APOB;APOA5;LDLR;GPIHBP1
GO_Biological_Process_2015	triglyceride-rich lipoprotein particle remodeling (GO:0034370)	7/9	7.135169274224388e-21	1.1666001763356877e-18	0	0	5827.208333333333	270319.8298745735	CETP;LIPC;APOC2;APOA2;LPL;APOE;APOA5
GO_Biological_Process_2015	lipoprotein metabolic process (GO:0042157)	9/44	4.5728472535311166e-20	4.738871036746353e-18	0	0	512.8971428571429	22840.112874786995	CETP;APOC2;APOA2;LPL;PCSK9;APOE;APOB;APOA5;LDLR
GO_Biological_Process_2015	protein-lipid complex remodeling (GO:0034368)	8/23	5.796784142808994e-20	4.738871036746353e-18	0	0	968.0484848484848	42879.12540770082	CETP;LIPC;APOC2;APOA2;LPL;APOE;APOB;APOA5
GO_Biological_Process_2015	plasma lipoprotein particle remodeling (GO:0034369)	8/23	5.796784142808994e-20	4.738871036746353e-18	0	0	968.0484848484848	42879.12540770082	CETP;LIPC;APOC2;APOA2;LPL;APOE;APOB;APOA5
GO_Biological_Process_2015	macromolecular complex remodeling (GO:0034367)	8/23	5.796784142808994e-20	4.738871036746353e-18	0	0	968.0484848484848	42879.12540770082	CETP;LIPC;APOC2;APOA2;LPL;APOE;APOB;APOA5
GO_Biological_Process_2015	plasma lipoprotein particle organization (GO:0071827)	8/31	9.291118696676692e-19	6.751546252918397e-17	0	0	631.0830039525691	26202.60280188366	CETP;LIPC;APOC2;APOA2;LPL;APOE;APOB;APOA5
GO_Biological_Process_2015	protein-lipid complex subunit organization (GO:0071825)	8/33	1.633672494405694e-18	1.0684218113413241e-16	0	0	580.5381818181818	23776.34826873007	CETP;LIPC;APOC2;APOA2;LPL;APOE;APOB;APOA5
GO_Biological_Process_2015	plasma lipoprotein particle clearance (GO:0034381)	7/20	1.5280599298496706e-17	9.085010855651676e-16	0	0	896.0	34693.07311215672	LIPC;APOC2;APOA2;APOE;APOB;LDLR;LMF1
GO_Biological_Process_2015	cholesterol transport (GO:0030301)	7/42	5.2578075247592765e-15	2.64508163168659e-13	0	0	332.43333333333334	10930.0962690997	CETP;LIPC;APOC2;APOA2;APOE;APOB;LDLR
GO_Biological_Process_2015	sterol transport (GO:0015918)	7/42	5.2578075247592765e-15	2.64508163168659e-13	0	0	332.43333333333334	10930.0962690997	CETP;LIPC;APOC2;APOA2;APOE;APOB;LDLR
GO_Biological_Process_2015	triglyceride metabolic process (GO:0006641)	8/87	6.697899108941758e-15	3.12887572660565e-13	0	0	183.2174913693901	5979.666056496418	CETP;LIPC;APOA2;LPL;PCSK9;APOE;APOB;APOA5
GO_Biological_Process_2015	acylglycerol metabolic process (GO:0006639)	8/93	1.1639367425093107e-14	5.074764197340595e-13	0	0	170.2331550802139	5461.8257977929525	CETP;LIPC;APOA2;LPL;PCSK9;APOE;APOB;APOA5
GO_Biological_Process_2015	neutral lipid metabolic process (GO:0006638)	8/94	1.271589074671038e-14	5.197620342717869e-13	0	0	168.24524312896406	5383.1620030429685	CETP;LIPC;APOA2;LPL;PCSK9;APOE;APOB;APOA5
GO_Biological_Process_2015	cholesterol metabolic process (GO:0008203)	8/107	3.6998607378221713e-14	1.4233581897268822e-12	0	0	146.05693296602388	4517.233650583651	CETP;LIPC;APOA2;PCSK9;APOE;LDLRAP1;APOB;LDLR
GO_Biological_Process_2015	sterol metabolic process (GO:0016125)	8/119	8.849879989902428e-14	3.2154563963312157e-12	0	0	130.1883701883702	3912.91397678353	CETP;LIPC;APOA2;PCSK9;APOE;LDLRAP1;APOB;LDLR
GO_Biological_Process_2015	triglyceride homeostasis (GO:0070328)	6/28	1.1362909684303045e-13	3.715671466767096e-12	0	0	418.7202797202797	12480.308316849629	CETP;LIPC;APOC2;LPL;APOA5;GPIHBP1
GO_Biological_Process_2015	acylglycerol homeostasis (GO:0055090)	6/28	1.1362909684303045e-13	3.715671466767096e-12	0	0	418.7202797202797	12480.308316849629	CETP;LIPC;APOC2;LPL;APOA5;GPIHBP1
GO_Biological_Process_2015	low-density lipoprotein particle remodeling (GO:0034374)	5/11	2.007693371783359e-13	6.2525307864110315e-12	0	0	1188.9880952380952	34761.99279451908	CETP;LIPC;APOA2;APOE;APOB
GO_Biological_Process_2015	regulation of lipid metabolic process (GO:0019216)	9/245	4.45107360274969e-13	1.323182789181044e-11	0	0	75.29872881355932	2141.5305513464377	EPHX2;APOC2;APOA2;APOE;LDLRAP1;APOB;APOA5;LDLR;LMF1
GO_Biological_Process_2015	reverse cholesterol transport (GO:0043691)	5/16	1.8927640411363506e-12	5.382033403926839e-11	0	0	648.3766233766233	17501.619107290055	CETP;LIPC;APOC2;APOA2;APOE
GO_Biological_Process_2015	organic hydroxy compound transport (GO:0015850)	7/102	3.4877376005326026e-12	9.504084961451342e-11	0	0	122.10701754385966	3221.398988710964	CETP;LIPC;APOC2;APOA2;APOE;APOB;LDLR
GO_Biological_Process_2015	lipid transport (GO:0006869)	8/193	4.485574411801299e-12	1.17342626612722e-10	0	0	77.82211302211302	2033.5038410363456	CETP;LIPC;APOC2;APOA2;APOE;APOB;APOA5;LDLR
GO_Biological_Process_2015	regulation of cholesterol metabolic process (GO:0090181)	5/20	6.7028136767285545e-12	1.6860154402232594e-10	0	0	475.3809523809524	12230.835850762887	EPHX2;APOE;LDLRAP1;APOB;LMF1
GO_Biological_Process_2015	acylglycerol catabolic process (GO:0046464)	5/21	8.792365900621229e-12	2.0536454639308155e-10	0	0	445.6473214285714	11344.905041071068	LIPC;APOA2;LPL;APOB;APOA5
GO_Biological_Process_2015	neutral lipid catabolic process (GO:0046461)	5/21	8.792365900621229e-12	2.0536454639308155e-10	0	0	445.6473214285714	11344.905041071068	LIPC;APOA2;LPL;APOB;APOA5
GO_Biological_Process_2015	steroid metabolic process (GO:0008202)	8/240	2.580095744199169e-11	5.818560747262952e-10	0	0	61.90909090909091	1509.3813708543832	CETP;LIPC;APOA2;PCSK9;APOE;LDLRAP1;APOB;LDLR
GO_Biological_Process_2015	glycerolipid catabolic process (GO:0046503)	5/28	4.229301262548842e-11	9.219876752356475e-10	0	0	309.90683229813664	7402.558320278692	LIPC;APOA2;LPL;APOB;APOA5
GO_Biological_Process_2015	regulation of steroid metabolic process (GO:0019218)	6/77	6.959175706132865e-11	1.468161584455127e-09	0	0	129.4257854821235	3027.058804053735	EPHX2;APOA2;APOE;LDLRAP1;APOB;LMF1
