Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2016	PPAR signaling pathway Homo sapiens hsa03320	3/69	3.660194055046882e-05	0.0011346601570645	0	0	56.57670454545455	577.9541936897405	APOA2;LPL;APOA5
KEGG_2016	Glycerolipid metabolism Homo sapiens hsa00561	2/59	0.00141647463282	0.0219553568087107	0	0	41.12280701754386	269.74851300087573	LIPC;LPL
KEGG_2016	Alzheimer's disease Homo sapiens hsa05010	2/168	0.0109200966599262	0.1128409988192382	0	0	14.043231750531538	63.43539072055451	LPL;APOE
KEGG_2016	Arginine biosynthesis Homo sapiens hsa00220	1/20	0.0188382206720142	0.127671852756368	0	0	58.36842105263158	231.8316321803268	NOS3
KEGG_2016	Vitamin digestion and absorption Homo sapiens hsa04977	1/24	0.0225653114296027	0.127671852756368	0	0	48.20772946859904	182.7719626724847	APOB
KEGG_2016	Endocytosis Homo sapiens hsa04144	2/259	0.0247106811786518	0.127671852756368	0	0	9.029068436713208	33.41224555443848	LDLRAP1;LDLR
KEGG_2016	Fat digestion and absorption Homo sapiens hsa04975	1/41	0.0382563440505893	0.136662375957359	0	0	27.695833333333333	90.3838530444344	APOB
KEGG_2016	PI3K-Akt signaling pathway Homo sapiens hsa04151	2/341	0.0409475541148877	0.136662375957359	0	0	6.816588582335589	21.78215795785678	GHR;NOS3
KEGG_2016	Arginine and proline metabolism Homo sapiens hsa00330	1/50	0.0464664552952436	0.136662375957359	0	0	22.598639455782312	69.35578082800635	NOS3
KEGG_2016	Ovarian steroidogenesis Homo sapiens hsa04913	1/50	0.0464664552952436	0.136662375957359	0	0	22.598639455782312	69.35578082800635	LDLR
KEGG_2016	Long-term depression Homo sapiens hsa04730	1/60	0.0555109160756712	0.136662375957359	0	0	18.75894538606403	54.2354050228785	PPP1R17
KEGG_2016	VEGF signaling pathway Homo sapiens hsa04370	1/61	0.0564108785625051	0.136662375957359	0	0	18.44537037037037	53.032159970359054	NOS3
KEGG_2016	Arachidonic acid metabolism Homo sapiens hsa00590	1/62	0.0573100286272796	0.136662375957359	0	0	18.14207650273224	51.8732701693752	EPHX2
KEGG_2016	Bile secretion Homo sapiens hsa04976	1/71	0.0653659341620674	0.1418226422176343	0	0	15.802380952380952	43.10500849393286	LDLR
KEGG_2016	Aldosterone synthesis and secretion Homo sapiens hsa04925	1/81	0.0742404367111781	0.1418226422176343	0	0	13.82013888888889	35.93852915100192	LDLR
KEGG_2016	Peroxisome Homo sapiens hsa04146	1/83	0.0760057311635355	0.1418226422176343	0	0	13.481707317073171	34.74163890932849	EPHX2
KEGG_2016	Estrogen signaling pathway Homo sapiens hsa04915	1/99	0.090013728593284	0.1418226422176343	0	0	11.27154195011338	27.13954071246509	NOS3
KEGG_2016	AGE-RAGE signaling pathway in diabetic complications Homo sapiens hsa04933	1/101	0.0917505146435786	0.1418226422176343	0	0	11.045	26.38299470978668	NOS3
KEGG_2016	HIF-1 signaling pathway Homo sapiens hsa04066	1/103	0.0934841600707708	0.1418226422176343	0	0	10.827342047930284	25.660402944175114	NOS3
KEGG_2016	Insulin resistance Homo sapiens hsa04931	1/109	0.0986663061603863	0.1418226422176343	0	0	10.222736625514404	23.675978316785635	NOS3
KEGG_2016	Toxoplasmosis Homo sapiens hsa05145	1/118	0.1063869331473914	0.1418226422176343	0	0	9.432098765432098	21.134244494362125	LDLR
KEGG_2016	Sphingolipid signaling pathway Homo sapiens hsa04071	1/120	0.1080940988994387	0.1418226422176343	0	0	9.27264239028945	20.62934032119712	NOS3
KEGG_2016	Metabolic pathways Homo sapiens hsa01100	3/1239	0.1096840157690484	0.1418226422176343	0	0	2.8435983009708736	6.28478342250096	LIPC;NOS3;EPHX2
KEGG_2016	Platelet activation Homo sapiens hsa04611	1/122	0.1097981746201039	0.1418226422176343	0	0	9.118457300275482	20.14368774115404	NOS3
KEGG_2016	Hepatitis C Homo sapiens hsa05160	1/133	0.1191155925522913	0.1477033347648412	0	0	8.353956228956228	17.77438595644681	LDLR
KEGG_2016	Jak-STAT signaling pathway Homo sapiens hsa04630	1/158	0.1399491242511414	0.1606823278439031	0	0	7.014861995753716	13.79456000709556	GHR
KEGG_2016	Oxytocin signaling pathway Homo sapiens hsa04921	1/158	0.1399491242511414	0.1606823278439031	0	0	7.014861995753716	13.79456000709556	NOS3
KEGG_2016	cGMP-PKG signaling pathway Homo sapiens hsa04022	1/167	0.1473342598980382	0.1631200734585423	0	0	6.631526104417671	12.699713328461945	NOS3
KEGG_2016	Calcium signaling pathway Homo sapiens hsa04020	1/180	0.1578956885859118	0.1687850464194229	0	0	6.145872129112353	11.34417776687738	NOS3
KEGG_2016	Cytokine-cytokine receptor interaction Homo sapiens hsa04060	1/265	0.2239567540432559	0.2314219791780311	0	0	4.1492003367003365	6.208458040461637	GHR
KEGG_2016	Neuroactive ligand-receptor interaction Homo sapiens hsa04080	1/277	0.2328775804825814	0.2328775804825814	0	0	3.9663848631239937	5.779984074877729	GHR
